pollster,sample_size,state,candidate_name,pct,start_date,end_date,pollscore,numeric_grade
Emerson,850,Pennsylvania,Kamala Harris,48.9,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Donald Trump,51.1,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Kamala Harris,44.3,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Donald Trump,46.1,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Robert F. Kennedy,3,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Cornel West,0.6,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Jill Stein,0.7,7/22/24,7/23/24,-1.1,2.9
Emerson,850,Pennsylvania,Chase Oliver,0.4,7/22/24,7/23/24,-1.1,2.9
Praecones Analytica,601,New Hampshire,Joe Biden,39.4,7/19/24,7/21/24,0,2
Praecones Analytica,601,New Hampshire,Donald Trump,39.7,7/19/24,7/21/24,0,2
Praecones Analytica,601,New Hampshire,Robert F. Kennedy,20.9,7/19/24,7/21/24,0,2
Praecones Analytica,601,New Hampshire,Kamala Harris,39.3,7/19/24,7/21/24,0,2
Praecones Analytica,601,New Hampshire,Donald Trump,40.2,7/19/24,7/21/24,0,2
Praecones Analytica,601,New Hampshire,Robert F. Kennedy,20.5,7/19/24,7/21/24,0,2
Suffolk,500,Massachusetts,Joe Biden,47.2,7/16/24,7/18/24,-1,2.9
Suffolk,500,Massachusetts,Donald Trump,29,7/16/24,7/18/24,-1,2.9
Suffolk,500,Massachusetts,Jill Stein,1,7/16/24,7/18/24,-1,2.9
Suffolk,500,Massachusetts,Chase Oliver,0.6,7/16/24,7/18/24,-1,2.9
Suffolk,500,Massachusetts,Robert F. Kennedy,7.8,7/16/24,7/18/24,-1,2.9
Suffolk,500,Massachusetts,Cornel West,1,7/16/24,7/18/24,-1,2.9
Redfield & Wilton Strategies,412,Nevada,Joe Biden,41,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,412,Nevada,Donald Trump,44,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,412,Nevada,Robert F. Kennedy,7,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,412,Nevada,Chase Oliver,0,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,412,Nevada,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,688,Pennsylvania,Joe Biden,41,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,688,Pennsylvania,Donald Trump,45,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,688,Pennsylvania,Robert F. Kennedy,4,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,688,Pennsylvania,Chase Oliver,0,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,688,Pennsylvania,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,461,North Carolina,Joe Biden,39,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,461,North Carolina,Donald Trump,45,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,461,North Carolina,Robert F. Kennedy,5,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,461,North Carolina,Chase Oliver,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,461,North Carolina,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,454,Arizona,Joe Biden,40,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,454,Arizona,Donald Trump,44,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,454,Arizona,Robert F. Kennedy,7,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,454,Arizona,Chase Oliver,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,454,Arizona,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,471,Florida,Joe Biden,39,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,471,Florida,Donald Trump,46,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,471,Florida,Robert F. Kennedy,6,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,471,Florida,Chase Oliver,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,471,Florida,Jill Stein,0,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,618,Georgia,Joe Biden,40,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,618,Georgia,Donald Trump,45,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,618,Georgia,Robert F. Kennedy,5,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,618,Georgia,Chase Oliver,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,618,Georgia,Jill Stein,0,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,437,Michigan,Joe Biden,41,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,437,Michigan,Donald Trump,42,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,437,Michigan,Robert F. Kennedy,6,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,437,Michigan,Chase Oliver,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,437,Michigan,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,470,Wisconsin,Joe Biden,42,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,470,Wisconsin,Donald Trump,42,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,470,Wisconsin,Robert F. Kennedy,6,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,470,Wisconsin,Chase Oliver,0,7/16/24,7/18/24,0.4,1.8
Redfield & Wilton Strategies,470,Wisconsin,Jill Stein,1,7/16/24,7/18/24,0.4,1.8
U. Georgia SPIA,1000,Georgia,Joe Biden,44.8,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Donald Trump,48.3,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Joe Biden,41.8,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Donald Trump,45.4,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Chase Oliver,1.3,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Robert F. Kennedy,7.7,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Kamala Harris,45.9,7/9/24,7/18/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Donald Trump,50.5,7/9/24,7/18/24,-0.2,2.2
Emerson,1000,Arizona,Joe Biden,40.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Donald Trump,46.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Joe Biden,36,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Donald Trump,45.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Robert F. Kennedy,5.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Cornel West,0.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Jill Stein,1.2,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Arizona,Chase Oliver,0.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Joe Biden,41,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Donald Trump,47.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Joe Biden,38.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Donald Trump,43.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Robert F. Kennedy,5.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Cornel West,2,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Jill Stein,1.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Georgia,Chase Oliver,0.4,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Joe Biden,42.1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Donald Trump,45.1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Joe Biden,39.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Donald Trump,42.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Robert F. Kennedy,6.5,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Cornel West,0.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Jill Stein,0.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Michigan,Chase Oliver,0.2,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Joe Biden,40.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Donald Trump,45.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Joe Biden,40,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Donald Trump,42.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Robert F. Kennedy,7.1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Cornel West,0.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Jill Stein,0.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Nevada,Chase Oliver,0.5,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Joe Biden,40.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Donald Trump,47.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Joe Biden,37.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Donald Trump,47,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Robert F. Kennedy,5.5,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Cornel West,1.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Jill Stein,1.1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,North Carolina,Chase Oliver,0.8,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Joe Biden,42.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Donald Trump,47.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Joe Biden,39.7,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Donald Trump,45.9,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Robert F. Kennedy,4.2,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Cornel West,0.8,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Jill Stein,1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Pennsylvania,Chase Oliver,0.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Joe Biden,43.4,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Donald Trump,47.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Joe Biden,42.6,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Donald Trump,45.5,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Robert F. Kennedy,4,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Cornel West,0.3,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Jill Stein,1.1,7/15/24,7/16/24,-1.1,2.9
Emerson,1000,Wisconsin,Chase Oliver,1.1,7/15/24,7/16/24,-1.1,2.9
Civiqs,536,Pennsylvania,Joe Biden,42,7/13/24,7/16/24,-0.2,2.4
Civiqs,536,Pennsylvania,Donald Trump,46,7/13/24,7/16/24,-0.2,2.4
Civiqs,536,Pennsylvania,Robert F. Kennedy,6,7/13/24,7/16/24,-0.2,2.4
Civiqs,536,Pennsylvania,Kamala Harris,44,7/13/24,7/16/24,-0.2,2.4
Civiqs,536,Pennsylvania,Donald Trump,46,7/13/24,7/16/24,-0.2,2.4
Civiqs,536,Pennsylvania,Robert F. Kennedy,5,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Joe Biden,47,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Donald Trump,47,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Robert F. Kennedy,3,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Kamala Harris,48,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Donald Trump,48,7/13/24,7/16/24,-0.2,2.4
Civiqs,514,Wisconsin,Robert F. Kennedy,2,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Joe Biden,43,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Donald Trump,46,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Robert F. Kennedy,5,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Kamala Harris,46,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Donald Trump,46,7/13/24,7/16/24,-0.2,2.4
Civiqs,532,Michigan,Robert F. Kennedy,5,7/13/24,7/16/24,-0.2,2.4
Emerson,1000,Virginia,Joe Biden,49.6,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Donald Trump,50.4,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Joe Biden,38,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Donald Trump,42.9,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Robert F. Kennedy,7.5,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Cornel West,1.7,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Jill Stein,1.7,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Chase Oliver,0.4,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Kamala Harris,44.5,7/14/24,7/15/24,-1.1,2.9
Emerson,1000,Virginia,Donald Trump,46.7,7/14/24,7/15/24,-1.1,2.9
SurveyUSA,708,Washington,Joe Biden,50,7/10/24,7/13/24,-1.3,2.8
SurveyUSA,708,Washington,Donald Trump,36,7/10/24,7/13/24,-1.3,2.8
SurveyUSA,708,Washington,Kamala Harris,51,7/10/24,7/13/24,-1.3,2.8
SurveyUSA,708,Washington,Donald Trump,36,7/10/24,7/13/24,-1.3,2.8
Siena/NYT,661,Virginia,Joe Biden,46,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,44,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Joe Biden,48,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,45,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Joe Biden,38,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,36,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Robert F. Kennedy,9,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Jill Stein,2,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Cornel West,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Chase Oliver,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Joe Biden,40,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,38,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Robert F. Kennedy,7,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Jill Stein,2,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Cornel West,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Chase Oliver,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Kamala Harris,48,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,44,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Kamala Harris,49,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,44,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Kamala Harris,41,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,38,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Robert F. Kennedy,9,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Jill Stein,1,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Cornel West,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Chase Oliver,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Kamala Harris,43,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Donald Trump,39,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Robert F. Kennedy,7,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Jill Stein,1,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Cornel West,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,661,Virginia,Chase Oliver,0,7/9/24,7/12/24,-1.5,3
Siena/NYT,872,Pennsylvania,Joe Biden,44,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,48,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Joe Biden,45,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,48,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Joe Biden,38,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,41,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Robert F. Kennedy,8,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Jill Stein,2,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Cornel West,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Chase Oliver,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Joe Biden,40,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,42,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Robert F. Kennedy,7,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Jill Stein,2,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Cornel West,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Chase Oliver,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Kamala Harris,46,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,48,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Kamala Harris,47,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,48,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Kamala Harris,40,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,42,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Robert F. Kennedy,7,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Jill Stein,3,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Cornel West,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Chase Oliver,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Kamala Harris,42,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Donald Trump,43,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Robert F. Kennedy,6,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Jill Stein,2,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Cornel West,0,7/9/24,7/11/24,-1.5,3
Siena/NYT,872,Pennsylvania,Chase Oliver,0,7/9/24,7/11/24,-1.5,3
Redfield & Wilton Strategies,419,Arizona,Joe Biden,39,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,419,Arizona,Donald Trump,43,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,419,Arizona,Robert F. Kennedy,7,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,419,Arizona,Chase Oliver,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,419,Arizona,Jill Stein,1,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Florida,Joe Biden,41,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Florida,Donald Trump,45,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Florida,Robert F. Kennedy,5,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Florida,Chase Oliver,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Florida,Jill Stein,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,433,Georgia,Joe Biden,40,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,433,Georgia,Donald Trump,46,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,433,Georgia,Robert F. Kennedy,6,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,433,Georgia,Chase Oliver,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,433,Georgia,Jill Stein,1,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Michigan,Joe Biden,43,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Michigan,Donald Trump,42,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Michigan,Robert F. Kennedy,6,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Michigan,Chase Oliver,1,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,465,Michigan,Jill Stein,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,420,North Carolina,Joe Biden,42,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,420,North Carolina,Donald Trump,44,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,420,North Carolina,Robert F. Kennedy,4,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,420,North Carolina,Chase Oliver,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,420,North Carolina,Jill Stein,1,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,719,Pennsylvania,Joe Biden,40,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,719,Pennsylvania,Donald Trump,45,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,719,Pennsylvania,Robert F. Kennedy,6,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,719,Pennsylvania,Chase Oliver,0,7/8/24,7/10/24,0.4,1.8
Redfield & Wilton Strategies,719,Pennsylvania,Jill Stein,1,7/8/24,7/10/24,0.4,1.8
Echelon Insights,601,Arizona,Joe Biden,44,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Donald Trump,48,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Joe Biden,39,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Donald Trump,41,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Robert F. Kennedy,11,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Jill Stein,0,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Cornel West,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,601,Arizona,Chase Oliver,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Joe Biden,45,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Donald Trump,49,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Joe Biden,39,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Donald Trump,45,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Robert F. Kennedy,7,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Jill Stein,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Cornel West,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,608,Georgia,Chase Oliver,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Joe Biden,45,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Donald Trump,48,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Joe Biden,40,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Donald Trump,43,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Robert F. Kennedy,8,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Jill Stein,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Cornel West,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,607,Michigan,Chase Oliver,0,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Joe Biden,45,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Donald Trump,47,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Joe Biden,41,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Donald Trump,43,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Robert F. Kennedy,7,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Jill Stein,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Cornel West,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,610,North Carolina,Chase Oliver,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Joe Biden,48,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Donald Trump,47,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Joe Biden,44,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Donald Trump,42,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Robert F. Kennedy,6,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Jill Stein,2,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Cornel West,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,612,Pennsylvania,Chase Oliver,1,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,617,Wisconsin,Joe Biden,45,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,617,Wisconsin,Donald Trump,47,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,617,Wisconsin,Joe Biden,42,7/1/24,7/8/24,-0.8,2.7
Echelon Insights,617,Wisconsin,Donald Trump,43,7/1/24,7/8/24,-0.8,2.7
